book,chapter,bullets,text,para_num_tokens,bullets_num_tokens,compression_ratio
9781908541796,chapter11,Anemia may be treated with recombinant human erythropoietin or blood transfusions.,"It must be borne in mind that pain often cannot be wholly assigned to a single physical cause. Pain is a complex physiological and emotional experience, and not simply a sensation. Anxiety or depression may lower the threshold for physical pain and such psychological problems may also be caused by persistent pain, leading to a vicious circle. In addition, pain may cause social isolation, interfere with social functioning, make work difficult or impossible and lead to difficulties with relationships. A holistic approach to pain management is important, with attention being paid to the doctor-patient or carer-patient relationship.",113,20,0.17699115044247787
9781908541796,chapter11,"Bone-marrow suppression is a common complication of lymphoma therapy and results in anemia, a low platelet count with bleeding, and a low white cell count and infection risk.","Infections. Bone-marrow suppression leads to a low white cell count with resulting immunosuppression. Neutrophils have a particular role in the defense against bacteria and fungi, and a lymphoma patient with a low neutrophil count (neutropenia) is particularly susceptible to serious infection. Such an infection is termed neutropenic sepsis and is a medical emergency. Although a normal neutrophil count is 1.5-4.0 x 10 /L, the risk of infection is only increased greatly when the count falls to below 0.5 x 10 /L. In this situation, a number of steps should be taken to prevent neutropenic sepsis developing (Table 11.4).",150,37,0.24666666666666667
9781908541796,chapter11,The treatment of neutropenic sepsis is a medical emergency and requires prompt assessment by a medical team with rapid administration of broad-spectrum antibiotics.,"Infections. Bone-marrow suppression leads to a low white cell count with resulting immunosuppression. Neutrophils have a particular role in the defense against bacteria and fungi, and a lymphoma patient with a low neutrophil count (neutropenia) is particularly susceptible to serious infection. Such an infection is termed neutropenic sepsis and is a medical emergency. Although a normal neutrophil count is 1.5-4.0 x 10 /L, the risk of infection is only increased greatly when the count falls to below 0.5 x 10 /L. In this situation, a number of steps should be taken to prevent neutropenic sepsis developing (Table 11.4).",150,31,0.20666666666666667
9781908541796,chapter11,"If sufficiently severe, a low platelet count may be treated with platelet transfusions.","Serious bleeding is often prevented by monitoring the platelet count and giving a platelet transfusion when the count falls below a given cut-off value. The normal platelet count is 150-400 x 10 /L, but prophylactic platelet transfusions are seldom given unless the count falls below 20 x 10 /L or even 10 x 10 /L. In addition, the following steps help to reduce the incidence of bleeding.",89,18,0.20224719101123595
9781908541796,chapter11,Tumor lysis syndrome is a serious complication of aggressive lymphomas. Recognizing patients at high risk and implementing effective preventive measures is the mainstay of treatment.,"Avoid anti-platelet medication (exempli gratia acetylsalicylic acid [ASA; aspirin], non-steroidal anti-inflammatory agents such as ibuprofen and diclofenac). Avoid intramuscular injections, which may result in painful intramuscular hematomas. Ensure the platelet count is sufficiently high to cover any planned invasive procedures. Tumor lysis syndrome. Tumor lysis syndrome is a potentially devastating complication of aggressive lymphomas and their treatment. It can be defined as the metabolic consequence of a rapidly proliferating malignancy and can occur before or, more usually, after the onset of initial treatment. When a cell dies, it results in the release of.",152,33,0.21710526315789475
9781908541901,ch_3,"The common underlying mechanism of acute coronary syndromes (ACS) is atherosclerotic plaque rupture or erosion, with differing degrees of superimposed thrombosis and distal embolization.","Pathological and imaging observations indicate that the common underlying mechanism of ACS is atherosclerotic plaque rupture or erosion followed by superimposed thrombosis formation and distal embolization. These processes result in myocardial hypoperfusion. Atherosclerosis is a chronic inflammatory disease involving large and medium-sized arteries. Although it begins early in life, the speed of progression is non-linear, unpredictable and varies markedly between individuals. Dysfunctional endothelium. Atherosclerosis starts with the development of dysfunctional endothelium in the presence of cardiovascular risk factors (Table 1.1). Under normal conditions, healthy vascular endothelium prevents adhesion of platelets to the endothelium and platelet activation by producing antithrombotic factors, including ectoADPase (CD39), prostaglandin I, nitric oxide, matrix metalloproteinase (MMP)-9, protein S, thrombomodulin and tissue-type plasminogen activator (t-PA). However, in the presence of numerous risk factors (see Table 1.1), the normal endothelium loses its antithrombotic properties, which results in the generation of dysfunctional enodothelium.",253,41,0.16205533596837945
9781908541901,ch_3,"Although atherosclerosis starts with the development of dysfunctional endothelium in the presence of cardiovascular risk factors early in life, the speed of progression is non-linear, unpredictable and varies markedly between individuals.","Pathological and imaging observations indicate that the common underlying mechanism of ACS is atherosclerotic plaque rupture or erosion followed by superimposed thrombosis formation and distal embolization. These processes result in myocardial hypoperfusion. Atherosclerosis is a chronic inflammatory disease involving large and medium-sized arteries. Although it begins early in life, the speed of progression is non-linear, unpredictable and varies markedly between individuals. Dysfunctional endothelium. Atherosclerosis starts with the development of dysfunctional endothelium in the presence of cardiovascular risk factors (Table 1.1). Under normal conditions, healthy vascular endothelium prevents adhesion of platelets to the endothelium and platelet activation by producing antithrombotic factors, including ectoADPase (CD39), prostaglandin I, nitric oxide, matrix metalloproteinase (MMP)-9, protein S, thrombomodulin and tissue-type plasminogen activator (t-PA). However, in the presence of numerous risk factors (see Table 1.1), the normal endothelium loses its antithrombotic properties, which results in the generation of dysfunctional enodothelium.",253,40,0.15810276679841898
9781908541901,ch_3,"A vulnerable plaque is prone to rupture or erosion and consists of a thin-capped fibroatheroma that is enriched in cholesterol debris, a large number of inflammatory cells (especially macrophages, some activated T cells), and smooth muscle cells.","A vulnerable plaque is prone to rupture or erosion, leading to platelet-rich thrombosis generation and subsequently to ACS. Histologically, a vulnerable plaque consists of a thin-capped fibroatheroma that is enriched in cholesterol debris, a large number of inflammatory cells - especially macrophages, some activated T cells, and smooth muscle cells. Plaque vulnerability is influenced by a dynamic balance between collagen synthesis and degradation by MMPs. Together, the leukocytes and endothelial cells proliferate at the plaque site and secrete extracellular matrix components and MMPs that degrade collagen and cause plaque erosion (see below). Similarly, macrophages can also elicit apoptosis of the smooth muscle cells of the plaque that may further affect the collagen synthesis and ensure thinning of the fibrous cap. Large amounts of hyaluronan (an anionic non-sulfated glycosaminoglycan that is present in both eroded and ruptured plaques) promote thrombosis by enhancing local adherence of platelets and leukocytes.",215,50,0.23255813953488372
9781908541901,ch_3,"The major determinants of thrombus generation are those of the classic 'triad of Virchow': thrombogenicity of the exposed plaque material (plaque vulnerability), local flow disturbances (vessel vulnerability), and systemic thrombotic propensity (blood vulnerability).","Plaque rupture is more common among men (78%) than women (60%), and is less frequently observed in premenopausal women. The major determinants of thrombus generation are those of the classic 'triad of Virchow'. thrombogenicity of the exposed plaque material (plaque vulnerability). local flow disturbances (vessel vulnerability). systemic thrombotic propensity (blood vulnerability). Whatever the cause of endothelial denudation (plaque vulnerability), it may be a weaker thrombogenic stimulus, whereas flow disturbances (stasis, turbulence), platelet hyperreactivity, hypercoagulability, inflammation and depressed fibrinolysis (blood vulnerability) play major roles. In addition, atherosclerotic lesion development and thrombotic complications are confined to areas characterized by low shear rate and/or flow disturbances (exempli gratia narrow vessels, bifurcations and branching points) (Figure 1.5). The underlying mechanisms of vulnerable plaque development (fibrous cap thinning and propensity to rupture) and thrombus generation at the site of plaque rupture are poorly understood. It is estimated that frank plaque rupture is responsible for about 75% of coronary thromboses, whereas endothelial erosion without frank plaque rupture, which is more common in women, accounts for 20%. Erosions around calcium nodules, rapid plaque expansion and intraplaque hemorrhage account for the remaining occurrences of thrombosis and vessel occlusions. It has been demonstrated that only a small percentage of plaque ruptures occur at sites of severe arterial stenoses, and in most cases high-grade coronary arterial stenoses are preceded by multiple healed plaque ruptures.",351,56,0.15954415954415954
9781908541901,ch_3,Mural platelet-rich 'white' thrombi most often incompletely block coronary blood flow and are present in unstable angina (UA) and non-ST-segment elevation myocardial infarction (NSTEMI).,"Finally, thrombin converts fibrinogen to fibrin leading to the formation of an extensive fibrin network and a stable occlusive platelet-fibrin clot. In addition to the prothrombotic properties resulting from heightened platelet reactivity, a procoagulant and antifibrinolytic environment in the presence of a dysfunctional endothelium and plaque rupture markedly enhances clot formation and stability. The clinical manifestation of thrombus generation at the site of plaque rupture depends on the extent and duration of thrombotic occlusion. Mural platelet-rich 'white' thrombi most often incompletely block coronary blood flow and are present in UA and NSTEMI. STEMI is often characterized by the complete obstruction of coronary vessels by 'red thrombi' rich in red blood cells and fibrin that overlay platelet-rich thrombi (see Figure 1.1). In contrast to UA/NSTEMI, STEMI more often results in abrupt and persistent ischemia which, if left untreated, can cause sudden cardiac death.",226,49,0.2168141592920354
9781908541901,ch_3,"ST-segment elevation MI (STEMI) is often characterized by the complete obstruction of coronary vessels by thrombi rich in red blood cells and fibrin, which overlay platelet-rich thrombi.","Finally, thrombin converts fibrinogen to fibrin leading to the formation of an extensive fibrin network and a stable occlusive platelet-fibrin clot. In addition to the prothrombotic properties resulting from heightened platelet reactivity, a procoagulant and antifibrinolytic environment in the presence of a dysfunctional endothelium and plaque rupture markedly enhances clot formation and stability. The clinical manifestation of thrombus generation at the site of plaque rupture depends on the extent and duration of thrombotic occlusion. Mural platelet-rich 'white' thrombi most often incompletely block coronary blood flow and are present in UA and NSTEMI. STEMI is often characterized by the complete obstruction of coronary vessels by 'red thrombi' rich in red blood cells and fibrin that overlay platelet-rich thrombi (see Figure 1.1). In contrast to UA/NSTEMI, STEMI more often results in abrupt and persistent ischemia which, if left untreated, can cause sudden cardiac death.",226,44,0.19469026548672566
9781908541901,ch_4,"Clinical recognition of acute coronary syndromes (ACS) requires a careful assessment of the clinical presentation and history, application of appropriate imaging techniques and measurement of biomarkers.","Clinical recognition of ACS requires a careful assessment of the clinical presentation and history, application of appropriate imaging techniques and measurement of biomarkers. The most important factors to consider when taking the patient's history are the nature of the angina symptoms (see below), a history of coronary artery disease (CAD) (in up to 80% of patients), male gender, older age and a number of traditional cardiovascular risk factors such as smoking, family history, hyperlipidemia, diabetes and hypertension. These last traditional risk factors are poor predictors of the likelihood of ACS, but they may be associated with poorer outcomes. Chest pain. The hallmark symptom of ACS is pain in the center (substernal) or left of the chest, with radiation to the left shoulder and arm, neck and jaw (Table 2.1); pain in the arm is usually on the inner (ulnar) aspect. Most often, pain in the chest feels like a pressure or heaviness lasting for more than 20 minutes. It may or may not be severe. Chest pain in the setting of ST-segment elevation myocardial infarction (STEMI) usually occurs at rest, while in the setting of unstable angina/non-ST-segment elevation MI (UA/NSTEMI) chest pain often occurs during activity and stops at rest.",270,35,0.12962962962962962
9781908541901,ch_4,"A patient's symptom description is a critical diagnostic step, and typical symptoms such as chest heaviness, oppression and retrosternal burning are important angina symptoms.","The most important factors to consider when taking the patient's history are the nature of the angina symptoms (see below), a history of coronary artery disease (CAD) (in up to 80% of patients), male gender, older age and a number of traditional cardiovascular risk factors such as smoking, family history, hyperlipidemia, diabetes and hypertension. These last traditional risk factors are poor predictors of the likelihood of ACS, but they may be associated with poorer outcomes. Chest pain. The hallmark symptom of ACS is pain in the center (substernal) or left of the chest, with radiation to the left shoulder and arm, neck and jaw (Table 2.1); pain in the arm is usually on the inner (ulnar) aspect. Most often, pain in the chest feels like a pressure or heaviness lasting for more than 20 minutes. It may or may not be severe. Chest pain in the setting of ST-segment elevation myocardial infarction (STEMI) usually occurs at rest, while in the setting of unstable angina/non-ST-segment elevation MI (UA/NSTEMI) chest pain often occurs during activity and stops at rest.",243,32,0.13168724279835392
9781908541901,ch_4,"A 12-lead ECG should be performed and reviewed by an experienced clinician in all patients with suspected ACS within 10 minutes of first medical contact (id est on first contact with emergency medical services either outside or in hospital). If the likelihood of ACS is high but the 12-lead ECG is normal, a 17-lead ECG may be performed to reveal 'true posterior' ST-segment elevation myocardial infarction (STEMI).","The physical examination should include an assessment of vital signs, jugular venous pressure, heart sounds and murmurs, and peripheral perfusion. Auscultation of the chest may provide evidence of congestive heart failure. The abdomen should also be examined (a palpable abdominal mass indicates aortic aneurysm) and skin color assessed. The neurological examination should focus on the level of patient alertness and any evidence of stroke. Patients with ACS frequently exhibit anxiety and restlessness, diaphoresis and skin pallor. The patient may have a variable heart rate, depending on the degree of anxiety, concomitant arrhythmias and hemodynamic compromise. Body temperature is likely to be normal in patients with UA but elevated during MI. Respiratory rate may be normal or elevated because of pain, anxiety or left ventricular (LV) dysfunction. An abnormal cardiac examination will be observed more often in patients with MI than in those with UA. A resting 12-lead ECG should be performed and reviewed by an experienced clinician in all patients with suspected ACS within 10 minutes of first medical contact. If the likelihood of ACS is high but the 12-lead ECG is normal, a 17-lead ECG may be performed to reveal 'true posterior' STEMI (usually caused by occlusion of the circumflex artery or upper marginal branch of the circumflex artery). Without this, 8-10% of STEMIs may be misdiagnosed as NSTEMIs. Since ECGs provide only a 'snap shot' of myocardial ischemia, continuous monitoring and serial ECG tracings are recommended. Continuous monitoring provides vital information about arrhythmias or the development of recurrent ischemia. European (ESC) guidelines recommend that an ECG should be recorded at least 6 and 24 hours after presentation and if/when symptoms recur. It is important to compare current and previous ECG findings, as patients with no ECG changes have a lower risk of complications than those with ECG changes.",411,92,0.22384428223844283
9781908541901,ch_4,Early risk stratification is strongly recommended. Optimal risk stratification requires a multivariable approach. Clinical validated risk-stratification models such as the TIMI or GRACE risk scores are useful for assisting in management strategies and timing of invasive treatment in patients with suspected ACS.,"The GRACE risk score. In the GRACE risk model, eight variables are used to predict whether a patient will die or have a MI in the hospital or in the next 6 months. Each variable is assigned a numeric score on the basis of a specific value, and the eight scores are added to yield a total score, which is applied to a reference nomogram to determine the patient's risk (www.outcomes-umassmed.org/grace/acs_risk/acs_risk_content.html, last accessed 04 November 2013). GRACE uses variables derived from a registry of consecutive ACS patients, rather than patients in randomized trials (as in other scores) with specific inclusion-exclusion criteria. GRACE also includes renal function as a variable, since this is known to influence long-term prognosis. Application of risk scores. Ischemic risk scores assist risk stratification at the time of hospital admission, help to identify patients suitable for early invasive management and predict short- and long-term adverse cardiac events. Table 2.7 shows predicted in-hospital and short-term (14-day), as well as long-term (6-month), outcomes in patients with ACS using the TIMI risk score and GRACE.",253,56,0.22134387351778656
9781908541901,ch_4,"Invasive and non-invasive management strategies for ACS reduce the recurrence of ischemic events, but are associated with an increased risk of bleeding.","Invasive and non-invasive management strategies for ACS reduce the recurrence of ischemic events, but are associated with an increased risk of bleeding. Importantly, major bleeding and the need for transfusion are associated with an increased risk of in-hospital mortality as well as a long-term risk of death or MI. Gastrointestinal and femoral access site bleeding during coronary angiography are the most frequent bleeding complications. A variety of definitions for 'major' and 'minor' bleeding have been used in published clinical studies. In general, however, major bleeds can be considered those that are fatal or life-threatening, cause severe symptoms in a critical area or organ (exempli gratia intracranial, intraocular, intra-articular) or consume major healthcare resources. The International Society on Thrombosis and Haemostasis also gives a fall in hemoglobin level of 2.0 g/L (1.24 mmol/L) or more, or the need for transfusion of two or more units of whole or red blood cells, as a guideline for major bleeding in non-surgical patients. Minor bleeding can be considered any bleeding that requires medical intervention but does not cause hemodynamic compromise or require transfusion.",256,31,0.12109375
9781908541901,ch_4,Major bleeding and the need for transfusion are associated with an increased risk of in-hospital mortality as well as a long-term risk of death or MI; gastrointestinal and femoral access site bleeding are the most frequent bleeding complications.,"Invasive and non-invasive management strategies for ACS reduce the recurrence of ischemic events, but are associated with an increased risk of bleeding. Importantly, major bleeding and the need for transfusion are associated with an increased risk of in-hospital mortality as well as a long-term risk of death or MI. Gastrointestinal and femoral access site bleeding during coronary angiography are the most frequent bleeding complications. A variety of definitions for 'major' and 'minor' bleeding have been used in published clinical studies. In general, however, major bleeds can be considered those that are fatal or life-threatening, cause severe symptoms in a critical area or organ (exempli gratia intracranial, intraocular, intra-articular) or consume major healthcare resources. The International Society on Thrombosis and Haemostasis also gives a fall in hemoglobin level of 2.0 g/L (1.24 mmol/L) or more, or the need for transfusion of two or more units of whole or red blood cells, as a guideline for major bleeding in non-surgical patients. Minor bleeding can be considered any bleeding that requires medical intervention but does not cause hemodynamic compromise or require transfusion.",256,46,0.1796875
9781908541901,ch_5,"The preferred approach to revascularization depends on the extent and severity of the lesions, potential infarct complications and the patient's condition and comorbidities.","Coronary revascularization. The preferred approach to revascularization - percutaneous coronary intervention (PCI) or coronary artery bypass grafting (CABG) - depends on the extent and severity of the lesions as identified by coronary angiography, potential infarct complications, the patient's condition and comorbidities. Percutaneous coronary intervention. The majority of PCIs are performed with the implantation of a stent(s) (Figure 3.1). The procedure. During PCI, access into the femoral artery in the leg (or the radial artery or brachial artery in the arm) is created by a device called an 'introducer needle'. Once access is gained, a sheath is placed in the opening to keep the artery open and control bleeding. A long, flexible, soft plastic tube called a guiding catheter is advanced through the sheath over a guidewire. The tip of the guiding catheter is placed at the origin of the coronary artery. The guiding catheter also allows for iodine-based radiopaque dyes to be injected into the coronary artery, so that lesion location and severity can be precisely assessed using real-time radiographic visualization. This enables the cardiologist to estimate the size of the coronary artery and select the type of balloon catheter and coronary guidewire to use. A heparin or direct thrombin inhibitor is given to prevent clotting and maintain blood flow. A coronary guidewire, which is an extremely thin wire with a radiopaque flexible tip, is then inserted through the guiding catheter and into the coronary artery. Still using real-time radiographic visualization, the wire is guided through the coronary artery to the site of the stenosis or blockage. The tip of the wire is then passed across the blockage. The cardiologist controls the movement and direction of the guidewire by gently twisting the end that sits outside the patient.",396,33,0.08333333333333333
9781908541901,ch_5,The use of drug-eluting stents is preferred as they reduce the risk of reintervention compared with bare-metal stents.,"Type of stent. Numerous factors affect the decision to use a bare-metal or a drug-eluting stent, including coronary anatomic features, clinical characteristics (exempli gratia diabetes), likely patient adherence to long-term dual antiplatelet therapy (DAPT), risk of bleeding with prolonged DAPT and the potential need for future surgical or other procedures that would require discontinuation of DAPT. Several randomized clinical trials, which included patients with STEMI, have shown that drug-eluting stents reduce the risk of re-intervention compared with bare-metal stents, without having a significant impact on the risk of stent thrombosis, recurrent MI or death.",144,28,0.19444444444444445
9781908541901,ch_5,"Percutaneous coronary intervention (PCI) is associated with superior restoration of myocardial blood flow, lower rates of reinfarction and mortality and less intracranial bleeding than pharmacological intervention with fibrinolytic therapy.","PCI is associated with superior restoration of myocardial blood flow, lower rates of reinfarction and mortality and less intracranial bleeding than pharmacological intervention with fibrinolytic therapy. Choice of approach. The femoral approach has been widely adopted for PCI in the past. However, the radial approach has been increasingly favored in recent years because of potentially important advantages, including lower risk of major vascular complications and major bleeding, reduced length of stay after the procedure, reduced use of resources, and possibly lower mortality in high-risk patients such as those with STEMI. Moreover, the radial artery is superficial, which enables hemostasis to be achieved more readily. Bleeding at the site of radial access, radial artery injury and occlusion, increased radiation exposure, and the significant learning curve that is required to master the procedure before implementation of the radial approach as the standard method to achieve access in STEMI, are important considerations that need to be addressed when using the radial approach.",200,49,0.245
9781908541901,ch_5,Approximately 10% of patients with acute coronary syndromes undergo coronary artery bypass grafting during initial hospitalization.,"Choice of approach. The femoral approach has been widely adopted for PCI in the past. However, the radial approach has been increasingly favored in recent years because of potentially important advantages, including lower risk of major vascular complications and major bleeding, reduced length of stay after the procedure, reduced use of resources, and possibly lower mortality in high-risk patients such as those with STEMI. Moreover, the radial artery is superficial, which enables hemostasis to be achieved more readily. Bleeding at the site of radial access, radial artery injury and occlusion, increased radiation exposure, and the significant learning curve that is required to master the procedure before implementation of the radial approach as the standard method to achieve access in STEMI, are important considerations that need to be addressed when using the radial approach. Coronary artery bypass grafting. Approximately 10% of patients with acute coronary syndromes (STEMI and NSTEMI) undergo CABG during initial hospitalization (Figure 3.2).",201,23,0.11442786069651742
9781908541901,ch_6,"Although the in-hospital mortality is higher in patients with STEMI than those with UA/NSTEMI, the 6-month mortality rates are similar and the 4-year mortality rates are two times higher in patients with UA/NSTEMI.","Unstable angina/non-ST-segment elevation myocardial infarction. Surveys and registries suggest that the current incidence of unstable angina (UA) and non-ST-segment elevation myocardial infarction (NSTEMI), collectively known as non-ST-segment elevation acute coronary syndromes (NSTE-ACS), is higher than ST-segment elevation myocardial infarction (STEMI; see Chapter 5). Although the in-hospital mortality is higher in STEMI than UA/NSTEMI (7% vs 5%), the 6-month mortality rates are similar (12% vs 13%) and the 4-year mortality rates are two times higher in patients with UA/NSTEMI. In STEMI, most events occur before or shortly after presentation, but in UA/NSTEMI ischemic events continue over a longer period of time, possibly because patients with UA/NSTEMI tend to be older and have more comorbidities (Table 4.1).",215,50,0.23255813953488372
9781908541901,ch_6,Early invasive strategy followed promptly by revascularization is increasingly preferred over conservative strategy.,"Increasingly, physicians are initiating an early invasive strategy in patients without contraindications, with coronary angiography within 24 hours of admission followed promptly by revascularization (see Chapter 3). The rationale for this more aggressive approach is the protective effect of revascularization on ischemic outcomes in high-risk patients. The decision to initiate a conservative strategy is guided by the absence of high-risk features, with angiography reserved for patients with recurrent ischemia or a high-risk stress test despite medical therapy.",107,16,0.14953271028037382
9781908541901,ch_6,"Antithrombotic therapy is a fundamental strategy in patients with UA/NSTEMI; however, proper risk assessment is essential to determine an optimal strategy that achieves a maximum anti-ischemic effect associated with an acceptable bleeding risk.","Bleeding risk. Although pre-treatment with a triple or dual antiplatelet regimen may cause increased bleeding in the individual patient, a recent meta-analysis suggests that surgery-related bleeding decreases in these patients as surgical experience increases. In patients who require emergency surgery before the washout period of antiplatelet agents is completed, platelet transfusions, antifibrinolytics, off-pump CABG and use of recombinant factor VII (in extreme cases) may be employed to curtail bleeding. Antithrombotic therapy. Since platelet function and coagulation play pivotal roles in the generation of a clot at the site of plaque rupture (see Chapter 1) and in subsequent ischemic events, a combination of antiplatelet and anticoagulant agents (together known as antithrombotic therapy) is the cornerstone of treatment for patients with ACS (Figure 4.3). However, the choice, initiation and duration of treatment depend on the severity of CAD, comorbid diseases, the clinical setting of intervention (elective, acute or urgent intervention) and the type of stenting (bare-metal or drug-eluting). Proper risk assessment is essential to determine an optimal antithrombotic strategy that achieves a maximal antithrombotic effect associated with an acceptable bleeding risk (see Chapter 2).",273,48,0.17582417582417584
9781908541901,ch_6,"Dual antiplatelet therapy with acetylsalicylic acid (ASA; aspirin) and a P2Y receptor blocker is the standard of care in patients with UA/NSTEMI; however, optimal duration of therapy is controversial.","Since platelet function and coagulation play pivotal roles in the generation of a clot at the site of plaque rupture (see Chapter 1) and in subsequent ischemic events, a combination of antiplatelet and anticoagulant agents (together known as antithrombotic therapy) is the cornerstone of treatment for patients with ACS (Figure 4.3). However, the choice, initiation and duration of treatment depend on the severity of CAD, comorbid diseases, the clinical setting of intervention (elective, acute or urgent intervention) and the type of stenting (bare-metal or drug-eluting). Proper risk assessment is essential to determine an optimal antithrombotic strategy that achieves a maximal antithrombotic effect associated with an acceptable bleeding risk (see Chapter 2). Antiplatelet therapy. Currently approved antiplatelet strategies for ACS include acetylsalicylic acid (ASA; aspirin), P2Y receptor inhibitors and GPIIb/IIIa inhibitors. Simultaneous inhibition of cyclo-oxygenase (COX)-1 and P2Y by ASA and clopidogrel, respectively, has been shown in both preclinical and large-scale clinical studies to have a more potent antithrombotic effect than ASA alone. These pivotal findings form the basis for current therapeutic recommendations in ACS. However, with improved invasive technologies and concomitant treatments that address modifiable cardiovascular risk factors, ischemic event rates are falling in clinical trials and therefore the efficacy of treatment strategies that uniformly employ more potent platelet inhibition may also decrease in the future.",326,48,0.147239263803681
9781908541901,ch_6,"The benefits of triple therapy of ASA, P2Y receptor blocker and warfarin/oral anticoagulant have not been clearly established. The role of direct oral anticoagulants for long-term therapy is being studied in large-scale trials.","In the EARLY ACS trial, high-risk NSTE-ACS patients were randomized to receive either early routine administration of eptifibatide (double bolus followed by standard infusion) or delayed provisional eptifibatide at the time of PCI in addition to ASA and clopidogrel. There was no difference in the primary endpoint at 96 hours (9.3% vs 10%, OR: 0.92; p=0.23) and a non-significant decrease in the secondary endpoint (all-cause death or MI within 30 days) in patients in the early therapy arm versus patients in the delayed GPIIb/IIIa inhibitor arm. However, early routine eptifibatide administration was associated with a greater risk of TIMI major or minor bleeding, increased severe or moderate bleeding on the GUSTO bleeding scale and increased rates of red blood cell transfusion. The lack of significant efficacy and increased bleeding in the trial have affected recent guidelines for routine early GPIIb/IIIa inhibitor administration in NSTE-ACS patients. The choice of upstream or deferred administration remains controversial, because true early administration (id est at the time of emergency department presentation) has never been achieved in a clinical trial despite the goal of testing the utility of 'early' administration. Various studies have indicated that GPIIb/IIIa inhibitors should only be used concomitantly with ASA and/or heparin in acute settings of ACS. The increasing use of the new antiplatelet agents prasugrel or ticagrelor in NSTE-ACS may further reduce the need for GPIIb/IIIa receptor blockers but this has not yet been addressed in specific randomized controlled trials. Novel strategies such as intracoronary administration, bolus-only strategy or short infusion of GPIIb/IIIa inhibitors are being studied, and evidence so far has suggested a benefit in reducing bleeding complications.",396,54,0.13636363636363635
9781908541901,ch_6,Guidelines uniformly recommend starting all UA/NSTEMI patients (without contraindications) on an anticoagulant as soon as possible after presentation.,Inhibitors of the renin-angiotensin-aldosterone system. The mortality benefits observed with the administration of angiotensin-converting enzyme (ACE) inhibitors favor the use of these drugs in all patients with UA/NSTEMI. ACE inhibitors should be administered within 24 hours to patients with congestive heart failure or an ejection fraction less than 40%. Long-term use of ACE inhibitors is also indicated in patients with high-risk chronic CAD. Angiotensin receptor blockers (ARBs) are generally reserved for patients who are intolerant to ACE inhibitors. Valsartan and captopril are equally effective for patients at high risk of cardiovascular events after MI.,141,33,0.23404255319148937
9781908541901,ch_6,"Since patients with UA/NSTEMI have a high risk of recurrent ischemic events, active long-term management strategies are crucial.","Patients with diabetes mellitus. Nearly one quarter of patients with UA/NSTEMI have diabetes. CAD is more severe among patients with diabetes and accounts for 75% of all deaths in this group. Moreover, diabetic patients have more extensive comorbidities such as hypertension, heart failure, LV hypertrophy, obesity and renal failure compared with non-diabetic patients. Diabetes is also an independent risk factor for recurrent ischemic events (death, MI or readmission for UA at 1 year: RR=4.9) in UA/NSTEMI patients.",116,28,0.2413793103448276
9781908541901,ch_7,"In the European guidelines, bivalirudin is the anticoagulant of choice during primary PCI, while enoxaparin has its merits as an adjuvant to thrombolytic therapy. Whereas, in the US guidelines there is no general preference for bivalirudin over unfractionated heparin and there is no recommendation for enoxaparin.",Reperfusion should be performed as soon as possible in patients with ST elevation of at least 2 mm (0.2 mV) in two contiguous precordial leads or 1 mm in two adjacent limb leads or a presumed new LBBB. Patients without ST-segment elevation are not candidates for immediate pharmacological reperfusion but should receive anti-ischemic therapy and catheter-based therapy. The goal for mechanical reperfusion is to achieve intracoronary balloon inflation within 90 minutes of the patient's arrival at hospital or first contact with the medical system (door [or FMC]-to-balloon time) (Figure 5.2). The goal of pharmacological reperfusion is to initiate fibrinolytic therapy within 30 minutes (door-to-needle time). It is recommended that early reperfusion (preferably primary PCI) should be performed within 12 hours of symptom onset in patients with the clinical presentation of STEMI (Figure 5.3) and for those with persistent ST-segment elevation or new or presumed new LBBB. There is no consensus as to whether PCI is beneficial in patients who present more than 12 hours after the onset of ischemia without clinical and/or ECG evidence of ongoing ischemia. Early mortality risk assessment can be based on the TIMI (Thrombolysis in Myocardial Infarction) risk score for STEMI. High-risk patients with cardiogenic shock or a very high TIMI risk (> 7) are likely to benefit from primary PCI more than fibrinolysis since there is evidence of a poorer lytic effect in the presence of hemodynamic compromise.,344,79,0.22965116279069767
9781908541901,ch_7,"The selection of reperfusion strategy in STEMI (pharmacological versus invasive) is critically dependent on the time from onset of symptoms, mortality risk of STEMI and bleeding risk.","Worse clinical outcomes have been observed in both randomized studies and registries when long delays have occurred before the primary PCI, id est increased time from symptom onset to first medical contact (FMC − ECG-confirmed diagnosis of STEMI), time from FMC to arrival in the cath laboratory, time from FMC to sheath insertion, and time from FMC to balloon inflation. The 'PCI-related time delay' is the theoretical difference between the time of FMC to balloon inflation minus the time from FMC to start of fibrinolytic therapy ('door-to-balloon' minus 'door-to-needle'; see Figure 5.2). The extent to which the PCI-related time delay (which may be between 60 and 120 minutes) diminishes the advantages of PCI over fibrinolysis has been the subject of many analyses and debates. Therefore, primary PCI (balloon inflation) should optimally be performed within 2 hours of FMC. In patients presenting early, with a large amount of myocardium at risk, the delay should be less than 60 minutes from FMC. Although much emphasis has been given to achieving lower FMC-to-balloon time in general practice, in-hospital and short-term mortality has remained virtually unaffected despite a significantly increased percentage of patients meeting the criteria of FMC-to-balloon time of 90 minutes or less (recently reported results from a registry of 95 007 STEMI patients).",301,37,0.12292358803986711
